Date,Region,demand_MU
7/12/2022,Maharashtra,424
7/12/2022,Tamil Nadu,327.1
7/12/2022,Uttar Pradesh,527.6
7/13/2022,Gujarat,311.1
7/13/2022,Maharashtra,416.4
7/13/2022,Tamil Nadu,336.5
7/13/2022,Uttar Pradesh,533.4
7/14/2022,Gujarat,323.3
7/14/2022,Maharashtra,414.9
7/14/2022,Tamil Nadu,335.4
7/14/2022,Uttar Pradesh,506
7/15/2022,Gujarat,321.9
7/15/2022,Maharashtra,420.2
7/15/2022,Tamil Nadu,348.9
7/15/2022,Uttar Pradesh,508.8
7/16/2022,Gujarat,322.1
7/16/2022,Maharashtra,430.4
7/16/2022,Tamil Nadu,341.1
7/16/2022,Uttar Pradesh,506.2
7/17/2022,Gujarat,312.9
7/17/2022,Maharashtra,420.5
7/17/2022,Tamil Nadu,308
7/17/2022,Uttar Pradesh,488.1
7/18/2022,Gujarat,325.2
7/18/2022,Maharashtra,433.2
7/18/2022,Tamil Nadu,329.1
7/18/2022,Uttar Pradesh,526.5
7/19/2022,Gujarat,328.3
7/19/2022,Maharashtra,438.5
7/19/2022,Tamil Nadu,338.2
7/19/2022,Uttar Pradesh,539.9
7/20/2022,Gujarat,320.2
7/20/2022,Maharashtra,443.5
7/20/2022,Tamil Nadu,347.4
7/20/2022,Uttar Pradesh,465.4
7/21/2022,Gujarat,334
7/21/2022,Maharashtra,449.4
7/21/2022,Tamil Nadu,335
7/21/2022,Uttar Pradesh,428.1
7/22/2022,Gujarat,332
7/22/2022,Maharashtra,455
7/22/2022,Tamil Nadu,321
7/22/2022,Uttar Pradesh,446.6
7/23/2022,Gujarat,332.2
7/23/2022,Maharashtra,452
7/23/2022,Tamil Nadu,315.4
7/23/2022,Uttar Pradesh,449.9
7/24/2022,Gujarat,303.6
7/24/2022,Maharashtra,427.9
7/24/2022,Tamil Nadu,281.7
7/24/2022,Uttar Pradesh,457.7
7/25/2022,Gujarat,324.2
7/25/2022,Maharashtra,450
7/25/2022,Tamil Nadu,315.7
7/25/2022,Uttar Pradesh,442.6
7/26/2022,Gujarat,326.8
7/26/2022,Maharashtra,460.6
7/26/2022,Tamil Nadu,313.5
7/26/2022,Uttar Pradesh,449.6
7/27/2022,Gujarat,313.2
7/27/2022,Maharashtra,459.7
7/27/2022,Tamil Nadu,308.8
7/27/2022,Uttar Pradesh,458
7/28/2022,Gujarat,328.8
7/28/2022,Maharashtra,466.3
7/28/2022,Tamil Nadu,314.2
7/28/2022,Uttar Pradesh,451
7/29/2022,Gujarat,340.7
7/29/2022,Maharashtra,463.5
7/29/2022,Tamil Nadu,324.9
7/29/2022,Uttar Pradesh,443.8
7/30/2022,Gujarat,347.2
7/30/2022,Maharashtra,468.4
7/30/2022,Tamil Nadu,318.7
7/30/2022,Uttar Pradesh,423.4
7/31/2022,Gujarat,336.6
7/31/2022,Maharashtra,452.1
7/31/2022,Tamil Nadu,287
7/31/2022,Uttar Pradesh,418.8
8/1/2022,Gujarat,346.7
8/1/2022,Maharashtra,479
8/1/2022,Tamil Nadu,303.3
8/1/2022,Uttar Pradesh,446.1
8/2/2022,Gujarat,355.5
8/2/2022,Maharashtra,493.4
8/2/2022,Tamil Nadu,308.9
8/2/2022,Uttar Pradesh,463
8/3/2022,Gujarat,357.5
8/3/2022,Maharashtra,495.1
8/3/2022,Tamil Nadu,295.4
8/3/2022,Uttar Pradesh,463.5
8/4/2022,Gujarat,364.6
8/4/2022,Maharashtra,483.8
8/4/2022,Tamil Nadu,289.8
8/4/2022,Uttar Pradesh,463.9
8/5/2022,Gujarat,350.7
8/5/2022,Maharashtra,466.1
8/5/2022,Tamil Nadu,286.9
8/5/2022,Uttar Pradesh,463.2
8/6/2022,Gujarat,345.9
8/6/2022,Maharashtra,465.5
8/6/2022,Tamil Nadu,282.6
8/6/2022,Uttar Pradesh,484.8
8/7/2022,Gujarat,328.7
8/7/2022,Maharashtra,442.9
8/7/2022,Tamil Nadu,269.3
8/7/2022,Uttar Pradesh,423.6
8/8/2022,Gujarat,345.4
8/8/2022,Maharashtra,446
8/8/2022,Tamil Nadu,302.8
8/8/2022,Uttar Pradesh,466.2
8/9/2022,Gujarat,342.4
8/9/2022,Maharashtra,434.1
8/9/2022,Tamil Nadu,322.3
8/9/2022,Uttar Pradesh,476.9
8/10/2022,Gujarat,334.2
8/10/2022,Maharashtra,442.9
8/10/2022,Tamil Nadu,331.9
8/10/2022,Uttar Pradesh,481.2
8/11/2022,Gujarat,271.5
8/11/2022,Maharashtra,419.4
8/11/2022,Tamil Nadu,338.6
8/11/2022,Uttar Pradesh,445.1
8/12/2022,Gujarat,296.4
8/12/2022,Maharashtra,427.9
8/12/2022,Tamil Nadu,350.4
8/12/2022,Uttar Pradesh,468.4
8/13/2022,Gujarat,314.5
8/13/2022,Maharashtra,433
8/13/2022,Tamil Nadu,349.1
8/13/2022,Uttar Pradesh,495.5
8/14/2022,Gujarat,310.9
8/14/2022,Maharashtra,423.6
8/14/2022,Tamil Nadu,318
8/14/2022,Uttar Pradesh,457.3
8/15/2022,Gujarat,295.3
8/15/2022,Maharashtra,382.7
8/15/2022,Tamil Nadu,307.4
8/15/2022,Uttar Pradesh,406.3
8/16/2022,Gujarat,312.4
8/16/2022,Maharashtra,422.5
8/16/2022,Tamil Nadu,343.9
8/16/2022,Uttar Pradesh,397.4
8/17/2022,Gujarat,301.8
8/17/2022,Maharashtra,446.2
8/17/2022,Tamil Nadu,353.7
8/17/2022,Uttar Pradesh,482.2
8/18/2022,Gujarat,287.8
8/18/2022,Maharashtra,454.9
8/18/2022,Tamil Nadu,343.3
8/18/2022,Uttar Pradesh,510.4
8/19/2022,Gujarat,262.2
8/19/2022,Maharashtra,456.1
8/19/2022,Tamil Nadu,349.2
8/19/2022,Uttar Pradesh,547.4
8/20/2022,Gujarat,278.6
8/20/2022,Maharashtra,461.9
8/20/2022,Tamil Nadu,332
8/20/2022,Uttar Pradesh,466.3
8/21/2022,Gujarat,289.3
8/21/2022,Maharashtra,446.7
8/21/2022,Tamil Nadu,312
8/21/2022,Uttar Pradesh,463.2
8/22/2022,Gujarat,314.2
8/22/2022,Maharashtra,465.5
8/22/2022,Tamil Nadu,316.7
8/22/2022,Uttar Pradesh,492.9
8/23/2022,Gujarat,320
8/23/2022,Maharashtra,478.8
8/23/2022,Tamil Nadu,324.7
8/23/2022,Uttar Pradesh,498.3
8/24/2022,Gujarat,308.3
8/24/2022,Maharashtra,491
8/24/2022,Tamil Nadu,324
8/24/2022,Uttar Pradesh,480.1
8/25/2022,Gujarat,311.8
8/25/2022,Maharashtra,501.2
8/25/2022,Tamil Nadu,319.1
8/25/2022,Uttar Pradesh,485.8
8/26/2022,Gujarat,326.2
8/26/2022,Maharashtra,506.9
8/26/2022,Tamil Nadu,306.9
8/26/2022,Uttar Pradesh,498.2
8/27/2022,Gujarat,332.8
8/27/2022,Maharashtra,507.3
8/27/2022,Tamil Nadu,288.7
8/27/2022,Uttar Pradesh,508.4
8/28/2022,Gujarat,336.2
8/28/2022,Maharashtra,508.4
8/28/2022,Tamil Nadu,262.8
8/28/2022,Uttar Pradesh,491.3
8/29/2022,Gujarat,357.8
8/29/2022,Maharashtra,527.9
8/29/2022,Tamil Nadu,286.9
8/29/2022,Uttar Pradesh,488.6
8/30/2022,Gujarat,376.9
8/30/2022,Maharashtra,527.9
8/30/2022,Tamil Nadu,298.9
8/30/2022,Uttar Pradesh,495.6
8/31/2022,Gujarat,372.5
8/31/2022,Maharashtra,488.5
8/31/2022,Tamil Nadu,274.3
8/31/2022,Uttar Pradesh,514.1
9/1/2022,Gujarat,373.2
9/1/2022,Maharashtra,463.3
9/1/2022,Tamil Nadu,275.8
9/1/2022,Uttar Pradesh,499.7
9/2/2022,Gujarat,387.5
9/2/2022,Maharashtra,489.8
9/2/2022,Tamil Nadu,282
9/2/2022,Uttar Pradesh,481.8
9/3/2022,Gujarat,401.1
9/3/2022,Maharashtra,507
9/3/2022,Tamil Nadu,287.2
9/3/2022,Uttar Pradesh,500
9/4/2022,Gujarat,384.1
9/4/2022,Maharashtra,470.7
9/4/2022,Tamil Nadu,271.6
9/4/2022,Uttar Pradesh,512.1
9/5/2022,Gujarat,405.9
9/5/2022,Maharashtra,475.9
9/5/2022,Tamil Nadu,290.8
9/5/2022,Uttar Pradesh,510.9
9/6/2022,Gujarat,414.5
9/6/2022,Maharashtra,484.5
9/6/2022,Tamil Nadu,304.9
9/6/2022,Uttar Pradesh,525.4
9/7/2022,Gujarat,422.2
9/7/2022,Maharashtra,480.5
9/7/2022,Tamil Nadu,298.6
9/7/2022,Uttar Pradesh,532.6
9/8/2022,Gujarat,425.6
9/8/2022,Maharashtra,470.2
9/8/2022,Tamil Nadu,290.8
9/8/2022,Uttar Pradesh,532
9/9/2022,Gujarat,395.7
9/9/2022,Maharashtra,445.8
9/9/2022,Tamil Nadu,295.9
9/9/2022,Uttar Pradesh,534.1
9/10/2022,Gujarat,380.8
9/10/2022,Maharashtra,456.7
9/10/2022,Tamil Nadu,299.8
9/10/2022,Uttar Pradesh,537.8
9/11/2022,Gujarat,339.4
9/11/2022,Maharashtra,446.2
9/11/2022,Tamil Nadu,279.3
9/11/2022,Uttar Pradesh,522.1
9/12/2022,Gujarat,339.8
9/12/2022,Maharashtra,453.1
9/12/2022,Tamil Nadu,311.4
9/12/2022,Uttar Pradesh,508.1
9/13/2022,Gujarat,335.3
9/13/2022,Maharashtra,452.2
9/13/2022,Tamil Nadu,329.2
9/13/2022,Uttar Pradesh,452.5
9/14/2022,Gujarat,326.8
9/14/2022,Maharashtra,447.5
9/14/2022,Tamil Nadu,342.2
9/14/2022,Uttar Pradesh,410.8
9/15/2022,Gujarat,325
9/15/2022,Maharashtra,442.5
9/15/2022,Tamil Nadu,341.4
9/15/2022,Uttar Pradesh,354.3
9/16/2022,Gujarat,327.1
9/16/2022,Maharashtra,436.7
9/16/2022,Tamil Nadu,346.6
9/16/2022,Uttar Pradesh,326.7
9/17/2022,Gujarat,329.6
9/17/2022,Maharashtra,431.5
9/17/2022,Tamil Nadu,334.7
9/17/2022,Uttar Pradesh,355.9
9/18/2022,Gujarat,327.5
9/18/2022,Maharashtra,421.9
9/18/2022,Tamil Nadu,314.8
9/18/2022,Uttar Pradesh,378.5
9/19/2022,Gujarat,356
9/19/2022,Maharashtra,441.6
9/19/2022,Tamil Nadu,336.6
9/19/2022,Uttar Pradesh,414.7
9/20/2022,Gujarat,367.6
9/20/2022,Maharashtra,446.2
9/20/2022,Tamil Nadu,343.7
9/20/2022,Uttar Pradesh,411.2
9/21/2022,Gujarat,374.7
9/21/2022,Maharashtra,444.3
9/21/2022,Tamil Nadu,350.6
9/21/2022,Uttar Pradesh,379.3
9/22/2022,Gujarat,387.9
9/22/2022,Maharashtra,443.7
9/22/2022,Tamil Nadu,351.8
9/22/2022,Uttar Pradesh,354.9
9/23/2022,Gujarat,396.9
9/23/2022,Maharashtra,444.6
9/23/2022,Tamil Nadu,352.3
9/23/2022,Uttar Pradesh,359.4
9/24/2022,Gujarat,400.5
9/24/2022,Maharashtra,450.2
9/24/2022,Tamil Nadu,358
9/24/2022,Uttar Pradesh,344.6
9/25/2022,Gujarat,392.9
9/25/2022,Maharashtra,455.3
9/25/2022,Tamil Nadu,329.8
9/25/2022,Uttar Pradesh,347.1
9/26/2022,Gujarat,416
9/26/2022,Maharashtra,473.1
9/26/2022,Tamil Nadu,331.4
9/26/2022,Uttar Pradesh,374.3
9/27/2022,Gujarat,411.9
9/27/2022,Maharashtra,478.5
9/27/2022,Tamil Nadu,331.3
9/27/2022,Uttar Pradesh,393.7
9/28/2022,Gujarat,413.8
9/28/2022,Maharashtra,484.4
9/28/2022,Tamil Nadu,334.8
9/28/2022,Uttar Pradesh,411.6
9/29/2022,Gujarat,422.4
9/29/2022,Maharashtra,481.5
9/29/2022,Tamil Nadu,333.1
9/29/2022,Uttar Pradesh,420.9
9/30/2022,Gujarat,424
9/30/2022,Maharashtra,481.3
9/30/2022,Tamil Nadu,330.9
9/30/2022,Uttar Pradesh,431.2
10/1/2022,Gujarat,420.4
10/1/2022,Maharashtra,474.8
10/1/2022,Tamil Nadu,309.3
10/1/2022,Uttar Pradesh,426.5
10/2/2022,Gujarat,403.1
10/2/2022,Maharashtra,462
10/2/2022,Tamil Nadu,283.9
10/2/2022,Uttar Pradesh,415.4
10/3/2022,Gujarat,413.4
10/3/2022,Maharashtra,490.3
10/3/2022,Tamil Nadu,344.3
10/3/2022,Uttar Pradesh,429
10/4/2022,Gujarat,416.8
10/4/2022,Maharashtra,502.1
10/4/2022,Tamil Nadu,292.1
10/4/2022,Uttar Pradesh,417.5
10/5/2022,Gujarat,393.5
10/5/2022,Maharashtra,456.7
10/5/2022,Tamil Nadu,303.4
10/5/2022,Uttar Pradesh,356
10/6/2022,Gujarat,418.4
10/6/2022,Maharashtra,473.5
10/6/2022,Tamil Nadu,316.6
10/6/2022,Uttar Pradesh,322.6
10/7/2022,Gujarat,410
10/7/2022,Maharashtra,451.1
10/7/2022,Tamil Nadu,329.3
10/7/2022,Uttar Pradesh,309.7
10/8/2022,Gujarat,402.4
10/8/2022,Maharashtra,449.7
10/8/2022,Tamil Nadu,322.3
10/8/2022,Uttar Pradesh,300.9
10/9/2022,Gujarat,383.7
10/9/2022,Maharashtra,447.4
10/9/2022,Tamil Nadu,281.7
10/9/2022,Uttar Pradesh,283.3
10/10/2022,Gujarat,401.6
10/10/2022,Maharashtra,465.4
10/10/2022,Tamil Nadu,289.3
10/10/2022,Uttar Pradesh,275.4
10/11/2022,Gujarat,412.3
10/11/2022,Maharashtra,467.5
10/11/2022,Tamil Nadu,297.4
10/11/2022,Uttar Pradesh,289.2
10/12/2022,Gujarat,410.6
10/12/2022,Maharashtra,462
10/12/2022,Tamil Nadu,304.8
10/12/2022,Uttar Pradesh,308
10/13/2022,Gujarat,416.1
10/13/2022,Maharashtra,460.5
10/13/2022,Tamil Nadu,306.4
10/13/2022,Uttar Pradesh,318
10/14/2022,Gujarat,406.1
10/14/2022,Maharashtra,452.5
10/14/2022,Tamil Nadu,309.2
10/14/2022,Uttar Pradesh,318.9
10/15/2022,Gujarat,408.1
10/15/2022,Maharashtra,446.9
10/15/2022,Tamil Nadu,293.9
10/15/2022,Uttar Pradesh,316
10/16/2022,Gujarat,393.2
10/16/2022,Maharashtra,441.9
10/16/2022,Tamil Nadu,275.1
10/16/2022,Uttar Pradesh,305.2
10/17/2022,Gujarat,405.9
10/17/2022,Maharashtra,465
10/17/2022,Tamil Nadu,290.2
10/17/2022,Uttar Pradesh,315.7
10/18/2022,Gujarat,420.3
10/18/2022,Maharashtra,464.2
10/18/2022,Tamil Nadu,302.8
10/18/2022,Uttar Pradesh,320.5
10/19/2022,Gujarat,415.1
10/19/2022,Maharashtra,474
10/19/2022,Tamil Nadu,304.3
10/19/2022,Uttar Pradesh,322.6
10/20/2022,Gujarat,418.6
10/20/2022,Maharashtra,472
10/20/2022,Tamil Nadu,298.1
10/20/2022,Uttar Pradesh,326.7
10/21/2022,Gujarat,405.8
10/21/2022,Maharashtra,467.6
10/21/2022,Tamil Nadu,292.3
10/21/2022,Uttar Pradesh,328.6
10/22/2022,Gujarat,380.3
10/22/2022,Maharashtra,451.3
10/22/2022,Tamil Nadu,287.4
10/22/2022,Uttar Pradesh,340.6
10/23/2022,Gujarat,343.1
10/23/2022,Maharashtra,418.7
10/23/2022,Tamil Nadu,248.8
10/23/2022,Uttar Pradesh,327
10/24/2022,Gujarat,296.6
10/24/2022,Maharashtra,378.2
10/24/2022,Tamil Nadu,206.7
10/24/2022,Uttar Pradesh,313.5
10/25/2022,Gujarat,276.9
10/25/2022,Maharashtra,371.3
10/25/2022,Tamil Nadu,230.3
10/25/2022,Uttar Pradesh,274.7
10/26/2022,Gujarat,272.5
10/26/2022,Maharashtra,382.2
10/26/2022,Tamil Nadu,275.7
10/26/2022,Uttar Pradesh,284.7
10/27/2022,Gujarat,337
10/27/2022,Maharashtra,412.3
10/27/2022,Tamil Nadu,292.6
10/27/2022,Uttar Pradesh,290
10/28/2022,Gujarat,327.9
10/28/2022,Maharashtra,433.4
10/28/2022,Tamil Nadu,305
10/28/2022,Uttar Pradesh,300.9
10/29/2022,Gujarat,336.6
10/29/2022,Maharashtra,444.5
10/29/2022,Tamil Nadu,292.8
10/29/2022,Uttar Pradesh,303.2
10/30/2022,Gujarat,336.7
10/30/2022,Maharashtra,441.5
10/30/2022,Tamil Nadu,211.3
10/30/2022,Uttar Pradesh,297.1
10/31/2022,Gujarat,354.5
10/31/2022,Maharashtra,464.4
10/31/2022,Tamil Nadu,290.5
10/31/2022,Uttar Pradesh,314.1
11/1/2022,Gujarat,359.7
11/1/2022,Maharashtra,469.6
11/1/2022,Tamil Nadu,295
11/1/2022,Uttar Pradesh,299.1
11/2/2022,Gujarat,364.4
11/2/2022,Maharashtra,480.5
11/2/2022,Tamil Nadu,284.5
11/2/2022,Uttar Pradesh,302.4
11/3/2022,Gujarat,372.7
11/3/2022,Maharashtra,483.2
11/3/2022,Tamil Nadu,279.4
11/3/2022,Uttar Pradesh,304.2
11/4/2022,Gujarat,382.5
11/4/2022,Maharashtra,487.9
11/4/2022,Tamil Nadu,284.3
11/4/2022,Uttar Pradesh,306.9
11/5/2022,Gujarat,388.5
11/5/2022,Maharashtra,493.5
11/5/2022,Tamil Nadu,273.3
11/5/2022,Uttar Pradesh,304.8
11/6/2022,Gujarat,376.7
11/6/2022,Maharashtra,486
11/6/2022,Tamil Nadu,249.5
11/6/2022,Uttar Pradesh,297.6
11/7/2022,Gujarat,391.3
11/7/2022,Maharashtra,508.4
11/7/2022,Tamil Nadu,275.3
11/7/2022,Uttar Pradesh,303.3
11/8/2022,Gujarat,394.5
11/8/2022,Maharashtra,521.1
11/8/2022,Tamil Nadu,285.9
11/8/2022,Uttar Pradesh,303.7
11/9/2022,Gujarat,393.5
11/9/2022,Maharashtra,525.1
11/9/2022,Tamil Nadu,294.9
11/9/2022,Uttar Pradesh,307.3
11/10/2022,Gujarat,400.5
11/10/2022,Maharashtra,523.3
11/10/2022,Tamil Nadu,294.7
11/10/2022,Uttar Pradesh,308.1
11/11/2022,Gujarat,401
11/11/2022,Maharashtra,519.8
11/11/2022,Tamil Nadu,273.2
11/11/2022,Uttar Pradesh,305.4
11/12/2022,Gujarat,402.1
11/12/2022,Maharashtra,521.6
11/12/2022,Tamil Nadu,258.3
11/12/2022,Uttar Pradesh,298
11/13/2022,Gujarat,383
11/13/2022,Maharashtra,507.4
11/13/2022,Tamil Nadu,230.3
11/13/2022,Uttar Pradesh,286.4
11/14/2022,Gujarat,398.3
11/14/2022,Maharashtra,526.4
11/14/2022,Tamil Nadu,259.3
11/14/2022,Uttar Pradesh,290.5
11/15/2022,Gujarat,401.6
11/15/2022,Maharashtra,536
11/15/2022,Tamil Nadu,271.3
11/15/2022,Uttar Pradesh,295.7
11/16/2022,Gujarat,397.7
11/16/2022,Maharashtra,535.5
11/16/2022,Tamil Nadu,281.1
11/16/2022,Uttar Pradesh,296.6
11/17/2022,Gujarat,397.7
11/17/2022,Maharashtra,533.7
11/17/2022,Tamil Nadu,283.6
11/17/2022,Uttar Pradesh,295.4
11/18/2022,Gujarat,401.5
11/18/2022,Maharashtra,522.3
11/18/2022,Tamil Nadu,292.7
11/18/2022,Uttar Pradesh,298.7
11/19/2022,Gujarat,394.1
11/19/2022,Maharashtra,518.6
11/19/2022,Tamil Nadu,281
11/19/2022,Uttar Pradesh,300
11/20/2022,Gujarat,379.9
11/20/2022,Maharashtra,498.6
11/20/2022,Tamil Nadu,256.4
11/20/2022,Uttar Pradesh,295.1
11/21/2022,Gujarat,398.2
11/21/2022,Maharashtra,510.5
11/21/2022,Tamil Nadu,283.1
11/21/2022,Uttar Pradesh,301
11/22/2022,Gujarat,397.5
11/22/2022,Maharashtra,522.7
11/22/2022,Tamil Nadu,291.5
11/22/2022,Uttar Pradesh,304.5
11/23/2022,Gujarat,390.6
11/23/2022,Maharashtra,530.9
11/23/2022,Tamil Nadu,301.5
11/23/2022,Uttar Pradesh,305.4
11/24/2022,Gujarat,400.5
11/24/2022,Maharashtra,531.8
11/24/2022,Tamil Nadu,303.9
11/24/2022,Uttar Pradesh,307.7
11/25/2022,Gujarat,398
11/25/2022,Maharashtra,537.5
11/25/2022,Tamil Nadu,312.5
11/25/2022,Uttar Pradesh,305.3
11/26/2022,Gujarat,395
11/26/2022,Maharashtra,539.7
11/26/2022,Tamil Nadu,312
11/26/2022,Uttar Pradesh,300.4
11/27/2022,Gujarat,380.1
11/27/2022,Maharashtra,526.7
11/27/2022,Tamil Nadu,279.3
11/27/2022,Uttar Pradesh,296
11/28/2022,Gujarat,392.4
11/28/2022,Maharashtra,538.8
11/28/2022,Tamil Nadu,298.3
11/28/2022,Uttar Pradesh,298.6
11/29/2022,Gujarat,393.8
11/29/2022,Maharashtra,538.6
11/29/2022,Tamil Nadu,303.3
11/29/2022,Uttar Pradesh,301.6
12/1/2022,Gujarat,378.4
12/1/2022,Maharashtra,529.3
12/1/2022,Tamil Nadu,303.1
12/1/2022,Uttar Pradesh,292.3
12/3/2022,Gujarat,395.7
12/3/2022,Maharashtra,541.9
12/3/2022,Tamil Nadu,306.2
12/3/2022,Uttar Pradesh,288.9
12/4/2022,Gujarat,377.1
12/4/2022,Maharashtra,536.1
12/4/2022,Tamil Nadu,264
12/4/2022,Uttar Pradesh,292.3
12/5/2022,Gujarat,378.5
12/5/2022,Maharashtra,547.1
12/5/2022,Tamil Nadu,287.1
12/5/2022,Uttar Pradesh,296.7
12/6/2022,Gujarat,389.6
12/6/2022,Maharashtra,554.6
12/6/2022,Tamil Nadu,297.4
12/6/2022,Uttar Pradesh,301.7
12/7/2022,Gujarat,389.6
12/7/2022,Maharashtra,554.7
12/7/2022,Tamil Nadu,295.1
12/7/2022,Uttar Pradesh,302.5
12/8/2022,Gujarat,389.1
12/8/2022,Maharashtra,546.4
12/8/2022,Tamil Nadu,283.1
12/8/2022,Uttar Pradesh,302.8
12/9/2022,Gujarat,384.4
12/9/2022,Maharashtra,521.8
12/9/2022,Tamil Nadu,252.1
12/9/2022,Uttar Pradesh,308
12/10/2022,Gujarat,381.1
12/10/2022,Maharashtra,521.6
12/10/2022,Tamil Nadu,236.3
12/10/2022,Uttar Pradesh,307.4
12/11/2022,Gujarat,368.5
12/11/2022,Maharashtra,513.4
12/11/2022,Tamil Nadu,239.5
12/11/2022,Uttar Pradesh,301.1
12/12/2022,Gujarat,391.2
12/12/2022,Maharashtra,532.8
12/12/2022,Tamil Nadu,261.6
12/12/2022,Uttar Pradesh,308
12/13/2022,Gujarat,398.3
12/13/2022,Maharashtra,550.2
12/13/2022,Tamil Nadu,270.9
12/13/2022,Uttar Pradesh,311.4
12/14/2022,Gujarat,394.4
12/14/2022,Maharashtra,551.6
12/14/2022,Tamil Nadu,278.5
12/14/2022,Uttar Pradesh,312.2
12/15/2022,Gujarat,395.9
12/15/2022,Maharashtra,547.3
12/15/2022,Tamil Nadu,282.8
12/15/2022,Uttar Pradesh,316.5
12/16/2022,Gujarat,400.6
12/16/2022,Maharashtra,552.6
12/16/2022,Tamil Nadu,293.3
12/16/2022,Uttar Pradesh,314
12/17/2022,Gujarat,405.8
12/17/2022,Maharashtra,559
12/17/2022,Tamil Nadu,285.4
12/17/2022,Uttar Pradesh,320.7
12/18/2022,Gujarat,387.5
12/18/2022,Maharashtra,532.6
12/18/2022,Tamil Nadu,268.9
12/18/2022,Uttar Pradesh,316.6
12/19/2022,Gujarat,394.1
12/19/2022,Maharashtra,544.4
12/19/2022,Tamil Nadu,294.3
12/19/2022,Uttar Pradesh,314.3
12/20/2022,Gujarat,405.6
12/20/2022,Maharashtra,551.2
12/20/2022,Tamil Nadu,302.4
12/20/2022,Uttar Pradesh,302.7
12/21/2022,Gujarat,396.1
12/21/2022,Maharashtra,556.9
12/21/2022,Tamil Nadu,310
12/21/2022,Uttar Pradesh,319.2
12/22/2022,Gujarat,395.9
12/22/2022,Maharashtra,557.9
12/22/2022,Tamil Nadu,314.1
12/22/2022,Uttar Pradesh,325.9
12/23/2022,Gujarat,394.8
12/23/2022,Maharashtra,551.1
12/23/2022,Tamil Nadu,301.7
12/23/2022,Uttar Pradesh,332.4
12/24/2022,Gujarat,389.4
12/24/2022,Maharashtra,539.9
12/24/2022,Tamil Nadu,319.3
12/24/2022,Uttar Pradesh,327.8
12/25/2022,Gujarat,373
12/25/2022,Maharashtra,521.9
12/25/2022,Tamil Nadu,268.3
12/25/2022,Uttar Pradesh,326.9
12/26/2022,Gujarat,383.1
12/26/2022,Maharashtra,533
12/26/2022,Tamil Nadu,276.3
12/26/2022,Uttar Pradesh,330.7
12/27/2022,Gujarat,385.1
12/27/2022,Maharashtra,550.4
12/27/2022,Tamil Nadu,286.4
12/27/2022,Uttar Pradesh,336.8
12/27/2022,Gujarat,385.1
12/27/2022,Maharashtra,550.4
12/27/2022,Tamil Nadu,286.4
12/27/2022,Uttar Pradesh,336.8
12/28/2022,Gujarat,381.9
12/28/2022,Maharashtra,554.2
12/28/2022,Tamil Nadu,292.5
12/28/2022,Uttar Pradesh,342.4
12/29/2022,Gujarat,391.7
12/29/2022,Maharashtra,548.7
12/29/2022,Tamil Nadu,303.3
12/29/2022,Uttar Pradesh,346.8
12/30/2022,Gujarat,390.8
12/30/2022,Maharashtra,549.4
12/30/2022,Tamil Nadu,303.5
12/30/2022,Uttar Pradesh,348.5
12/31/2022,Gujarat,382.5
12/31/2022,Maharashtra,537.4
12/31/2022,Tamil Nadu,301.6
12/31/2022,Uttar Pradesh,340.6
1/1/2023,Gujarat,356.9
1/1/2023,Maharashtra,506.8
1/1/2023,Tamil Nadu,269
1/1/2023,Uttar Pradesh,332.7
1/2/2023,Gujarat,376.7
1/2/2023,Maharashtra,532.5
1/2/2023,Tamil Nadu,298.4
1/2/2023,Uttar Pradesh,340.9
1/3/2023,Gujarat,380.4
1/3/2023,Maharashtra,541.4
1/3/2023,Tamil Nadu,308.5
1/3/2023,Uttar Pradesh,354.9
1/4/2023,Gujarat,374.9
1/4/2023,Maharashtra,522.2
1/4/2023,Tamil Nadu,314.2
1/4/2023,Uttar Pradesh,373.1
1/5/2023,Gujarat,382.3
1/5/2023,Maharashtra,548.7
1/5/2023,Tamil Nadu,314
1/5/2023,Uttar Pradesh,374.8
1/6/2023,Gujarat,388
1/6/2023,Maharashtra,546.5
1/6/2023,Tamil Nadu,316.6
1/6/2023,Uttar Pradesh,378.6
1/7/2023,Gujarat,398.2
1/7/2023,Maharashtra,543.9
1/7/2023,Tamil Nadu,307.2
1/7/2023,Uttar Pradesh,363.8
1/8/2023,Gujarat,386.2
1/8/2023,Maharashtra,522.2
1/8/2023,Tamil Nadu,283.7
1/8/2023,Uttar Pradesh,371.4
1/9/2023,Gujarat,391
1/9/2023,Maharashtra,532
1/9/2023,Tamil Nadu,296.4
1/9/2023,Uttar Pradesh,374.3
1/10/2023,Gujarat,397.5
1/10/2023,Maharashtra,543.4
1/10/2023,Tamil Nadu,302.5
1/10/2023,Uttar Pradesh,380.1
1/11/2023,Gujarat,386.1
1/11/2023,Maharashtra,544.1
1/11/2023,Tamil Nadu,311.1
1/11/2023,Uttar Pradesh,378.6
1/12/2023,Gujarat,396
1/12/2023,Maharashtra,549.3
1/12/2023,Tamil Nadu,312.2
1/12/2023,Uttar Pradesh,361.2
1/13/2023,Gujarat,391.3
1/13/2023,Maharashtra,547
1/13/2023,Tamil Nadu,311.2
1/13/2023,Uttar Pradesh,350.9
1/14/2023,Gujarat,352.6
1/14/2023,Maharashtra,541.4
1/14/2023,Tamil Nadu,294.5
1/14/2023,Uttar Pradesh,355.2
1/15/2023,Gujarat,313.9
